nome_grupo;tipo_grupo;universidade;estado;cidade;campos;titulo_atividade;tipo_atividade;area;data_inicio;data_fim;uri;descricao
PETECO;Multidisciplinar;UTFPR;Paraná;Curitiba;UTFPR;Mini-curso de Arduino;Ensino;ComputerScience;02-12-2013;03-12-2013;https://utfpr.curitiba.br/peteco/2013/11/22/mini-curso-de-arduino/;Mini-curso introdutório à programação e eletrônica básica com Arduino.
